,id_A,feature_A,wc_A,wt_A,depth_in_A,length_in_A,width_in_A,joint_length_A,pressure_1_A,pressure_2_A,us_weld_dist_wc_ft_A,orientation_deg_A,orientation_x_A,orientation_y_A,comments_A,feature_category_A,id_B,feature_B,wc_B,wt_B,depth_in_B,length_in_B,width_in_B,joint_length_B,pressure_1_B,pressure_2_B,us_weld_dist_wc_ft_B,orientation_deg_B,orientation_x_B,orientation_y_B,comments_B,feature_category_B,pipe_section,section_sequence
184,,,,,,,,,,,,,,,,,20000093,METAL LOSS,136.341,0.28,0.193,0.612,0.5,,,,1.5589999999999975,196.0,-14.418925439074783,-4.134560337254985,Ext Metal Loss,metal loss / mill anomaly,9,7
185,,,,,,,,,,,,,,,,,20000094,METAL LOSS,136.606,0.28,0.198,0.525,0.436,,,,1.8239999999999839,143.0,-11.979532650709395,9.027225347280723,Ext Metal Loss,metal loss / mill anomaly,9,8
186,,,,,,,,,,,,,,,,,20000095,METAL LOSS,137.212,0.28,0.167,0.559,0.534,,,,2.4299999999999784,329.0,12.857509510531681,-7.725571123650817,Ext Metal Loss,metal loss / mill anomaly,9,9
187,,,,,,,,,,,,,,,,,20000096,METAL LOSS,137.469,0.28,0.101,0.777,0.914,,,,2.6869999999999834,84.0,1.5679269490148016,14.9178284305241,Ext Metal Loss,metal loss / mill anomaly,9,10
188,,,,,,,,,,,,,,,,,20000097,METAL LOSS,137.984,0.28,0.119,0.519,0.454,,,,3.201999999999998,339.0,14.003706397458023,-5.375519243179512,Ext Metal Loss,metal loss / mill anomaly,9,11
189,,,,,,,,,,,,,,,,,20000098,METAL LOSS,138.663,0.28,0.142,0.428,0.378,,,,3.8810000000000002,328.0,12.720721442346388,-7.9487889634980755,Ext Metal Loss,metal loss / mill anomaly,9,12
190,,,,,,,,,,,,,,,,,20000099,METAL LOSS,139.946,0.28,0.185,0.813,0.644,,,,5.163999999999987,8.0,14.854021031123555,2.0875965144009814,Ext Metal Loss,metal loss / mill anomaly,9,13
191,,,,,,,,,,,,,,,,,20000100,METAL LOSS,140.059,0.28,0.228,0.913,0.584,,,,5.276999999999987,8.0,14.854021031123555,2.0875965144009814,Ext Metal Loss,metal loss / mill anomaly,9,14
192,,,,,,,,,,,,,,,,,20000101,METAL LOSS,140.115,0.28,0.187,0.589,0.475,,,,5.332999999999998,319.0,11.32064370334158,-9.840885434857611,Ext Metal Loss,metal loss / mill anomaly,9,15
193,,,,,,,,,,,,,,,,,20000102,METAL LOSS,140.148,0.28,0.159,0.681,0.506,,,,5.3659999999999854,9.0,14.815325108927066,2.346516975603463,Ext Metal Loss,metal loss / mill anomaly,9,16
194,,,,,,,,,,,,,,,,,20000103,METAL LOSS,140.274,0.28,0.163,0.544,0.463,,,,5.49199999999999,254.0,-4.1345603372549835,-14.418925439074785,Ext Metal Loss,metal loss / mill anomaly,9,17
195,,,,,,,,,,,,,,,,,20000104,METAL LOSS,140.659,0.28,0.165,0.391,0.362,,,,5.876999999999981,291.0,5.375519243179506,-14.003706397458027,Ext Metal Loss,metal loss / mill anomaly,9,18
196,,,,,,,,,,,,,,,,,20000105,METAL LOSS,140.792,0.28,0.13,0.505,0.397,,,,6.009999999999991,9.0,14.815325108927066,2.346516975603463,Ext Metal Loss,metal loss / mill anomaly,9,19
197,,,,,,,,,,,,,,,,,20000106,METAL LOSS,140.871,0.28,0.186,0.606,0.515,,,,6.088999999999999,258.0,-3.1186753622663974,-14.672214011007084,Ext Metal Loss,metal loss / mill anomaly,9,20
198,,,,,,,,,,,,,,,,,20000107,METAL LOSS,141.022,0.28,0.104,0.674,0.894,,,,6.239999999999981,299.0,7.272144303695058,-13.119295607090935,Ext Metal Loss,metal loss / mill anomaly,9,21
199,,,,,,,,,,,,,,,,,20000108,METAL LOSS,141.245,0.28,0.107,0.561,0.526,,,,6.462999999999994,230.0,-9.641814145298094,-11.490666646784668,Ext Metal Loss,metal loss / mill anomaly,9,22
200,,,,,,,,,,,,,,,,,20000109,METAL LOSS,141.325,0.28,0.14,0.449,0.372,,,,6.542999999999978,301.0,7.725571123650811,-12.857509510531685,Ext Metal Loss,metal loss / mill anomaly,9,23
201,,,,,,,,,,,,,,,,,20000110,METAL LOSS,141.654,0.28,0.138,0.573,0.547,,,,6.871999999999986,227.0,-10.229975400937478,-10.970305524287557,Ext Metal Loss,metal loss / mill anomaly,9,24
202,,,,,,,,,,,,,,,,,20000111,METAL LOSS,141.835,0.28,0.133,0.686,0.881,,,,7.052999999999997,128.0,-9.234922129884872,11.82016130410083,Ext Metal Loss,metal loss / mill anomaly,9,25
203,,,,,,,,,,,,,,,,,20000112,METAL LOSS,142.369,0.28,0.15,0.504,0.641,,,,7.586999999999989,343.0,14.34457133944553,-4.385575570841056,Ext Metal Loss,metal loss / mill anomaly,9,26
204,,,,,,,,,,,,,,,,,20000113,METAL LOSS,142.789,0.28,0.105,0.715,0.783,,,,8.006999999999977,339.0,14.003706397458023,-5.375519243179512,Ext Metal Loss,metal loss / mill anomaly,9,27
205,,,,,,,,,,,,,,,,,20000114,METAL LOSS,142.877,0.28,0.129,0.605,0.656,,,,8.094999999999999,253.0,-4.3855755708410555,-14.34457133944553,Ext Metal Loss,metal loss / mill anomaly,9,28
206,,,,,,,,,,,,,,,,,20000115,METAL LOSS,142.936,0.28,0.141,0.544,0.873,,,,8.153999999999996,331.0,13.119295607090939,-7.272144303695052,Ext Metal Loss,metal loss / mill anomaly,9,29
207,,,,,,,,,,,,,,,,,20000116,METAL LOSS,143.084,0.28,0.226,1.064,0.83,,,,8.301999999999992,329.0,12.857509510531681,-7.725571123650817,Ext Metal Loss,metal loss / mill anomaly,9,30
208,,,,,,,,,,,,,,,,,20000117,METAL LOSS,143.096,0.28,0.145,0.61,0.672,,,,8.313999999999993,241.0,-7.272144303695052,-13.119295607090939,Ext Metal Loss,metal loss / mill anomaly,9,31
209,,,,,,,,,,,,,,,,,20000118,METAL LOSS,143.174,0.28,0.11,0.486,0.333,,,,8.391999999999996,157.0,-13.807572801786606,5.860966927339106,Ext Metal Loss,metal loss / mill anomaly,9,32
210,,,,,,,,,,,,,,,,,20000119,METAL LOSS,143.228,0.28,0.125,0.685,1.18,,,,8.445999999999998,351.0,14.815325108927064,-2.3465169756034667,Ext Metal Loss,metal loss / mill anomaly,9,33
211,,,,,,,,,,,,,,,,,20000120,METAL LOSS,143.264,0.28,0.159,0.541,0.59,,,,8.482,240.0,-7.500000000000007,-12.990381056766577,Ext Metal Loss,metal loss / mill anomaly,9,34
212,,,,,,,,,,,,,,,,,20000121,METAL LOSS,143.376,0.28,0.243,0.812,0.554,,,,8.593999999999994,253.0,-4.3855755708410555,-14.34457133944553,Ext Metal Loss,metal loss / mill anomaly,9,35
213,,,,,,,,,,,,,,,,,20000122,METAL LOSS,143.395,0.28,0.175,0.499,0.892,,,,8.613,280.0,2.6047226650039494,-14.772116295183121,Ext Metal Loss,metal loss / mill anomaly,9,36
214,,,,,,,,,,,,,,,,,20000123,METAL LOSS,143.426,0.28,0.129,0.722,0.867,,,,8.643999999999977,38.0,11.820161304100829,9.234922129884874,Ext Metal Loss,metal loss / mill anomaly,9,37
215,,,,,,,,,,,,,,,,,20000124,METAL LOSS,143.529,0.28,0.13,0.641,1.274,,,,8.746999999999986,262.0,-2.0875965144009876,-14.854021031123553,Ext Metal Loss,metal loss / mill anomaly,9,38
216,,,,,,,,,,,,,,,,,20000125,METAL LOSS,143.546,0.28,0.156,1.377,1.223,,,,8.763999999999982,304.0,8.387893552061206,-12.435563588325625,Ext Metal Loss,metal loss / mill anomaly,9,39
217,,,,,,,,,,,,,,,,,20000126,METAL LOSS,143.637,0.28,0.172,0.664,0.42,,,,8.85499999999999,338.0,13.90775781850181,-5.619098901238685,Ext Metal Loss,metal loss / mill anomaly,9,40
218,,,,,,,,,,,,,,,,,20000127,METAL LOSS,143.841,0.28,0.118,0.563,0.988,,,,9.058999999999997,318.0,11.147172382160914,-10.036959095382873,Ext Metal Loss,metal loss / mill anomaly,9,41
219,,,,,,,,,,,,,,,,,20000128,METAL LOSS,143.926,0.28,0.139,0.451,0.336,,,,9.143999999999977,258.0,-3.1186753622663974,-14.672214011007084,Ext Metal Loss,metal loss / mill anomaly,9,42
220,,,,,,,,,,,,,,,,,20000129,METAL LOSS,143.972,0.28,0.205,0.635,0.608,,,,9.189999999999998,26.0,13.481910694487505,6.5755672018361615,Ext Metal Loss,metal loss / mill anomaly,9,43
221,,,,,,,,,,,,,,,,,20000130,METAL LOSS,143.982,0.28,0.167,0.475,0.436,,,,9.199999999999989,258.0,-3.1186753622663974,-14.672214011007084,Ext Metal Loss,metal loss / mill anomaly,9,44
222,,,,,,,,,,,,,,,,,20000131,METAL LOSS,144.058,0.28,0.169,0.559,0.576,,,,9.275999999999982,331.0,13.119295607090939,-7.272144303695052,Ext Metal Loss,metal loss / mill anomaly,9,45
223,,,,,,,,,,,,,,,,,20000132,METAL LOSS,144.058,0.28,0.145,0.809,0.446,,,,9.275999999999982,202.0,-13.90775781850181,-5.61909890123868,Ext Metal Loss,metal loss / mill anomaly,9,46
224,,,,,,,,,,,,,,,,,20000133,METAL LOSS,144.09,0.28,0.12,0.611,0.894,,,,9.307999999999993,247.0,-5.860966927339107,-13.807572801786604,Ext Metal Loss,metal loss / mill anomaly,9,47
225,,,,,,,,,,,,,,,,,20000134,METAL LOSS,144.111,0.28,0.101,0.541,0.803,,,,9.32899999999998,9.0,14.815325108927066,2.346516975603463,Ext Metal Loss,metal loss / mill anomaly,9,48
226,,,,,,,,,,,,,,,,,20000135,METAL LOSS,144.12,0.28,0.13,0.676,0.734,,,,9.337999999999994,190.0,-14.772116295183121,-2.604722665003957,Ext Metal Loss,metal loss / mill anomaly,9,49
227,,,,,,,,,,,,,,,,,20000136,METAL LOSS,144.291,0.28,0.166,0.555,0.533,,,,9.508999999999986,246.0,-6.101049646137001,-13.703181864639015,Ext Metal Loss,metal loss / mill anomaly,9,50
228,,,,,,,,,,,,,,,,,20000137,METAL LOSS,144.352,0.28,0.126,0.503,0.476,,,,9.569999999999993,243.0,-6.809857496093204,-13.365097862825516,Ext Metal Loss,metal loss / mill anomaly,9,51
229,,,,,,,,,,,,,,,,,20000138,METAL LOSS,144.382,0.28,0.154,0.42,0.369,,,,9.599999999999994,285.0,3.8822856765378044,-14.488887394336027,Ext Metal Loss,metal loss / mill anomaly,9,52
230,,,,,,,,,,,,,,,,,20000139,METAL LOSS,144.527,0.28,0.166,0.661,0.466,,,,9.744999999999976,199.0,-14.18277863398975,-4.883522316857352,Ext Metal Loss,metal loss / mill anomaly,9,53
231,,,,,,,,,,,,,,,,,20000140,METAL LOSS,144.882,0.28,0.105,0.638,0.758,,,,10.099999999999994,33.0,12.58005851918136,8.169585525225406,Ext Metal Loss,metal loss / mill anomaly,9,54
232,,,,,,,,,,,,,,,,,20000141,METAL LOSS,145.244,0.28,0.113,0.57,0.881,,,,10.461999999999989,34.0,12.435563588325625,8.387893552061204,Ext Metal Loss,metal loss / mill anomaly,9,55
233,,,,,,,,,,,,,,,,,20000142,METAL LOSS,146.26,0.28,0.163,0.471,0.633,,,,11.47799999999998,238.0,-7.9487889634980755,-12.720721442346388,Ext Metal Loss,metal loss / mill anomaly,9,56
234,,,,,,,,,,,,,,,,,20000143,METAL LOSS,146.331,0.28,0.172,0.593,0.507,,,,11.548999999999978,237.0,-8.169585525225404,-12.58005851918136,Ext Metal Loss,metal loss / mill anomaly,9,57
235,,,,,,,,,,,,,,,,,20000144,METAL LOSS,146.384,0.28,0.148,0.545,0.659,,,,11.601999999999975,299.0,7.272144303695058,-13.119295607090935,Ext Metal Loss,metal loss / mill anomaly,9,58
236,,,,,,,,,,,,,,,,,20000145,METAL LOSS,146.627,0.28,0.139,0.524,0.473,,,,11.844999999999999,329.0,12.857509510531681,-7.725571123650817,Ext Metal Loss,metal loss / mill anomaly,9,59
237,,,,,,,,,,,,,,,,,20000146,METAL LOSS,146.756,0.28,0.122,0.47,0.403,,,,11.97399999999999,296.0,6.5755672018361615,-13.481910694487505,Ext Metal Loss,metal loss / mill anomaly,9,60
238,,,,,,,,,,,,,,,,,20000147,METAL LOSS,147.582,0.28,0.134,0.531,0.751,,,,12.799999999999983,172.0,-14.854021031123555,2.0875965144009796,Ext Metal Loss,metal loss / mill anomaly,9,61
239,,,,,,,,,,,,,,,,,20000148,METAL LOSS,147.947,0.28,0.174,0.529,0.558,,,,13.164999999999992,151.0,-13.119295607090937,7.2721443036950575,Ext Metal Loss,metal loss / mill anomaly,9,62
240,,,,,,,,,,,,,,,,,20000149,METAL LOSS,148.374,0.28,0.147,0.509,0.707,,,,13.591999999999985,201.0,-14.003706397458025,-5.3755192431795065,Ext Metal Loss,metal loss / mill anomaly,9,63
241,,,,,,,,,,,,,,,,,20000150,METAL LOSS,148.584,0.28,0.123,0.953,0.931,,,,13.801999999999992,210.0,-12.990381056766578,-7.500000000000002,Ext Metal Loss,metal loss / mill anomaly,9,64
242,,,,,,,,,,,,,,,,,20000151,METAL LOSS,148.623,0.28,0.155,0.51,0.486,,,,13.84099999999998,239.0,-7.725571123650817,-12.857509510531681,Ext Metal Loss,metal loss / mill anomaly,9,65
243,,,,,,,,,,,,,,,,,20000152,METAL LOSS,148.676,0.28,0.151,0.411,0.483,,,,13.893999999999977,252.0,-4.6352549156242135,-14.265847744427303,Ext Metal Loss,metal loss / mill anomaly,9,66
244,,,,,,,,,,,,,,,,,20000153,METAL LOSS,148.751,0.28,0.126,0.549,0.493,,,,13.968999999999994,224.0,-10.790097005079765,-10.41987555688496,Ext Metal Loss,metal loss / mill anomaly,9,67
245,,,,,,,,,,,,,,,,,20000154,METAL LOSS,148.882,0.28,0.117,0.51,0.527,,,,14.099999999999994,198.0,-14.265847744427305,-4.635254915624209,Ext Metal Loss,metal loss / mill anomaly,9,68
246,,,,,,,,,,,,,,,,,20000155,METAL LOSS,148.933,0.28,0.148,0.441,0.438,,,,14.150999999999982,252.0,-4.6352549156242135,-14.265847744427303,Ext Metal Loss,metal loss / mill anomaly,9,69
247,,,,,,,,,,,,,,,,,20000156,METAL LOSS,149.232,0.28,0.132,0.635,0.638,,,,14.449999999999989,178.0,-14.990862405286437,0.5234924505375171,Ext Metal Loss,metal loss / mill anomaly,9,70
248,,,,,,,,,,,,,,,,,20000157,METAL LOSS,149.377,0.28,0.12,0.754,0.879,,,,14.594999999999999,264.0,-1.5679269490148002,-14.917828430524102,Ext Metal Loss,metal loss / mill anomaly,9,71
249,,,,,,,,,,,,,,,,,20000158,METAL LOSS,149.559,0.28,0.124,0.52,0.72,,,,14.776999999999987,122.0,-7.948788963498072,12.720721442346392,Ext Metal Loss,metal loss / mill anomaly,9,72
250,,,,,,,,,,,,,,,,,20000159,METAL LOSS,149.796,0.28,0.154,0.731,0.752,,,,15.013999999999982,122.0,-7.948788963498072,12.720721442346392,Ext Metal Loss,metal loss / mill anomaly,9,73
251,,,,,,,,,,,,,,,,,20000160,METAL LOSS,149.979,0.28,0.158,0.468,0.46,,,,15.197000000000003,89.0,0.261786096559254,14.997715427345868,Ext Metal Loss,metal loss / mill anomaly,9,74
252,,,,,,,,,,,,,,,,,20000161,METAL LOSS,150.684,0.28,0.114,0.457,0.388,,,,15.901999999999987,194.0,-14.554435894139948,-3.6288284339950128,Ext Metal Loss,metal loss / mill anomaly,9,75
253,,,,,,,,,,,,,,,,,20000162,METAL LOSS,151.384,0.28,0.145,0.75,0.827,,,,16.601999999999975,285.0,3.8822856765378044,-14.488887394336027,Ext Metal Loss,metal loss / mill anomaly,9,76
254,,,,,,,,,,,,,,,,,20000163,METAL LOSS,151.574,0.28,0.155,0.412,0.405,,,,16.792,197.0,-14.344571339445531,-4.385575570841052,Ext Metal Loss,metal loss / mill anomaly,9,77
255,,,,,,,,,,,,,,,,,20000164,METAL LOSS,151.626,0.28,0.12,0.803,0.886,,,,16.843999999999994,165.0,-14.488887394336023,3.882285676537815,Ext Metal Loss,metal loss / mill anomaly,9,78
256,,,,,,,,,,,,,,,,,20000165,METAL LOSS,151.641,0.28,0.16,0.606,0.653,,,,16.85899999999998,227.0,-10.229975400937478,-10.970305524287557,Ext Metal Loss,metal loss / mill anomaly,9,79
257,,,,,,,,,,,,,,,,,20000166,METAL LOSS,151.975,0.28,0.19,0.816,0.53,,,,17.192999999999984,218.0,-11.82016130410083,-9.234922129884872,Ext Metal Loss,metal loss / mill anomaly,9,80
258,,,,,,,,,,,,,,,,,20000167,METAL LOSS,152.402,0.28,0.162,0.617,0.333,,,,17.619999999999976,269.0,-0.26178609655925245,-14.997715427345868,Ext Metal Loss,metal loss / mill anomaly,9,81
259,,,,,,,,,,,,,,,,,20000168,METAL LOSS,152.504,0.28,0.105,0.48,0.333,,,,17.72199999999998,131.0,-9.840885434857608,11.320643703341581,Ext Metal Loss,metal loss / mill anomaly,9,82
260,,,,,,,,,,,,,,,,,20000169,METAL LOSS,152.575,0.28,0.115,0.447,0.634,,,,17.792999999999978,216.0,-12.135254915624213,-8.816778784387095,Ext Metal Loss,metal loss / mill anomaly,9,83
261,,,,,,,,,,,,,,,,,20000170,METAL LOSS,153.271,0.28,0.117,0.439,0.825,,,,18.488999999999976,25.0,13.59461680554975,6.339273926110492,Ext Metal Loss,metal loss / mill anomaly,9,84
11,220,WELD,168.701,0.0,,,,16.578000000000003,0.0,0.72,16.578000000000003,,,,,,220,WELD,169.956,0.0,,,,16.625999999999976,0.0,0.72,16.625999999999976,,,,,,10,-1
262,,,,,,,,,,,,,,,,,14000007,DENT,155.163,0.0,0.1,2.07,2.45,,,,1.8329999999999984,270.0,-2.7554552980815444e-15,-15.0,Dent,dent,10,0
263,,,,,,,,,,,,,,,,,20000171,METAL LOSS,155.276,0.0,0.106,0.588,0.898,,,,1.945999999999998,349.0,14.72440775171496,-2.86213493064817,Ext Metal Loss,metal loss / mill anomaly,10,1
264,,,,,,,,,,,,,,,,,20000172,METAL LOSS,156.361,0.0,0.162,0.681,0.565,,,,3.0309999999999775,23.0,13.807572801786606,5.860966927339106,Ext Metal Loss,metal loss / mill anomaly,10,2
265,,,,,,,,,,,,,,,,,20000173,METAL LOSS,156.363,0.0,0.119,0.896,0.817,,,,3.032999999999987,353.0,14.888192274619831,-1.8280401510772086,Ext Metal Loss,metal loss / mill anomaly,10,3
266,,,,,,,,,,,,,,,,,20000174,METAL LOSS,156.544,0.0,0.148,0.504,0.507,,,,3.2139999999999986,339.0,14.003706397458023,-5.375519243179512,Ext Metal Loss,metal loss / mill anomaly,10,4
267,,,,,,,,,,,,,,,,,20000175,METAL LOSS,156.713,0.0,0.15,0.825,0.592,,,,3.3829999999999814,29.0,13.119295607090937,7.272144303695056,Ext Metal Loss,metal loss / mill anomaly,10,5
268,,,,,,,,,,,,,,,,,20000176,METAL LOSS,156.753,0.0,0.123,0.54,0.481,,,,3.4229999999999734,342.0,14.265847744427303,-4.635254915624214,Ext Metal Loss,metal loss / mill anomaly,10,6
269,,,,,,,,,,,,,,,,,20000177,METAL LOSS,157.337,0.0,0.128,0.651,0.844,,,,4.006999999999977,204.0,-13.703181864639014,-6.101049646137003,Ext Metal Loss,metal loss / mill anomaly,10,7
270,,,,,,,,,,,,,,,,,20000178,METAL LOSS,157.42,0.0,0.113,0.551,0.519,,,,4.089999999999975,338.0,13.90775781850181,-5.619098901238685,Ext Metal Loss,metal loss / mill anomaly,10,8
271,,,,,,,,,,,,,,,,,20000179,METAL LOSS,157.471,0.0,0.136,0.607,0.366,,,,4.140999999999991,359.0,14.997715427345868,-0.2617860965592534,Ext Metal Loss,metal loss / mill anomaly,10,9
272,,,,,,,,,,,,,,,,,20000180,METAL LOSS,157.485,0.0,0.126,0.403,0.595,,,,4.155000000000001,30.0,12.99038105676658,7.499999999999999,Ext Metal Loss,metal loss / mill anomaly,10,10
273,,,,,,,,,,,,,,,,,20000181,METAL LOSS,158.001,0.0,0.116,0.822,0.647,,,,4.670999999999992,199.0,-14.18277863398975,-4.883522316857352,Ext Metal Loss,metal loss / mill anomaly,10,11
274,,,,,,,,,,,,,,,,,20000182,METAL LOSS,158.612,0.0,0.123,0.552,1.039,,,,5.281999999999982,199.0,-14.18277863398975,-4.883522316857352,Ext Metal Loss,metal loss / mill anomaly,10,12
275,,,,,,,,,,,,,,,,,20000183,METAL LOSS,158.686,0.0,0.12,0.602,0.782,,,,5.3559999999999945,336.0,13.703181864639015,-6.101049646137002,Ext Metal Loss,metal loss / mill anomaly,10,13
276,,,,,,,,,,,,,,,,,20000184,METAL LOSS,160.518,0.0,0.133,0.982,0.631,,,,7.187999999999988,356.0,14.963460753897364,-1.0463471061618848,Ext Metal Loss,metal loss / mill anomaly,10,14
277,,,,,,,,,,,,,,,,,20000185,METAL LOSS,162.172,0.0,0.122,0.943,0.783,,,,8.841999999999985,247.0,-5.860966927339107,-13.807572801786604,Ext Metal Loss,metal loss / mill anomaly,10,15
278,,,,,,,,,,,,,,,,,20000186,METAL LOSS,163.506,0.0,0.108,0.587,0.659,,,,10.175999999999988,44.0,10.790097005079767,10.419875556884959,Ext Metal Loss,metal loss / mill anomaly,10,16
279,,,,,,,,,,,,,,,,,20000187,METAL LOSS,165.398,0.0,0.15,0.54,0.476,,,,12.067999999999984,4.0,14.963460753897364,1.0463471061618796,Ext Metal Loss,metal loss / mill anomaly,10,17
280,,,,,,,,,,,,,,,,,20000188,METAL LOSS,166.42,0.0,0.101,0.545,0.439,,,,13.089999999999975,357.0,14.979443021318607,-0.7850393436441655,Ext Metal Loss,metal loss / mill anomaly,10,18
281,,,,,,,,,,,,,,,,,20000189,METAL LOSS,169.3,0.0,0.105,0.494,0.947,,,,15.969999999999999,30.0,12.99038105676658,7.499999999999999,Ext Metal Loss,metal loss / mill anomaly,10,19
12,230,WELD,187.047,0.0,,,,18.346000000000004,0.0,0.72,18.346000000000004,,,,,,230,WELD,188.395,0.0,,,,18.43900000000002,0.0,0.72,18.43900000000002,,,,,,11,-1
1,14000000,DENT,178.772,0.0,0.15,3.45,4.16,,,,10.070999999999998,231.0,-9.439805865747568,-11.657189421854559,TDW Correlated Deformation,deformation,,,,,,,,,,,,,,,,,11,0
282,,,,,,,,,,,,,,,,,20000190,METAL LOSS,178.522,0.0,0.134,1.002,0.934,,,,8.566000000000003,79.0,2.862134930648174,14.72440775171496,Ext Metal Loss,metal loss / mill anomaly,11,0
13,20000013,METAL LOSS,181.16,0.0,0.1,0.889,3.443,,,,12.459000000000003,26.0,13.481910694487505,6.5755672018361615,Int Metal Loss,metal loss / mill anomaly,20000191,METAL LOSS,182.626,0.0,0.14,0.871,1.008,,,,12.670000000000016,132.0,-10.036959095382873,11.147172382160914,Ext Metal Loss,metal loss / mill anomaly,11,1
283,,,,,,,,,,,,,,,,,14000008,DENT,180.112,0.0,0.13,3.04,5.69,,,,10.156000000000006,260.0,-2.6047226650039548,-14.772116295183121,Dent,dent,11,1
284,,,,,,,,,,,,,,,,,20000192,METAL LOSS,184.206,0.0,0.149,0.485,0.624,,,,14.25,167.0,-14.615550971778527,3.374265815157978,Ext Metal Loss,metal loss / mill anomaly,11,3
285,,,,,,,,,,,,,,,,,20000193,METAL LOSS,185.681,0.0,0.231,1.394,0.755,,,,15.725000000000023,168.0,-14.672214011007085,3.1186753622663894,Ext Metal Loss,metal loss / mill anomaly,11,4
13,240,WELD,204.443,0.0,,,,17.396000000000015,0.0,0.72,17.396000000000015,,,,,,240,WELD,205.884,0.0,,,,17.488999999999976,0.0,0.72,17.488999999999976,,,,,,12,-1
14,20000014,METAL LOSS,197.514,0.0,0.175,0.91,1.086,,,,10.467000000000013,2.0,14.990862405286437,0.5234924505375146,Ext Metal Loss,metal loss / mill anomaly,20000194,METAL LOSS,198.888,0.0,0.156,0.927,1.471,,,,10.492999999999995,356.0,14.963460753897364,-1.0463471061618848,Ext Metal Loss,metal loss / mill anomaly,12,0
286,,,,,,,,,,,,,,,,,20000195,METAL LOSS,202.688,0.0,0.149,0.995,1.051,,,,14.292999999999978,224.0,-10.790097005079765,-10.41987555688496,Ext Metal Loss,metal loss / mill anomaly,12,1
287,,,,,,,,,,,,,,,,,20000196,METAL LOSS,204.22,0.0,0.147,0.923,1.112,,,,15.824999999999989,261.0,-2.346516975603466,-14.815325108927064,Ext Metal Loss,metal loss / mill anomaly,12,2
288,,,,,,,,,,,,,,,,,20000197,METAL LOSS,204.901,0.0,0.202,0.822,0.747,,,,16.506,288.0,4.635254915624208,-14.265847744427305,Ext Metal Loss,metal loss / mill anomaly,12,3
14,250,WELD,222.718,0.25,,,,18.274999999999977,35000.0,0.72,18.274999999999977,,,,SEAMLESS,seamless,250,WELD,224.236,0.25,,,,18.352000000000004,35000.0,0.72,18.352000000000004,,,,SEAMLESS,seamless,13,-1
289,,,,,,,,,,,,,,,,,20000198,METAL LOSS,206.136,0.25,0.183,0.842,1.111,,,,0.25200000000000955,350.0,14.772116295183121,-2.6047226650039557,Ext Metal Loss,metal loss / mill anomaly,13,0
290,,,,,,,,,,,,,,,,,20000199,METAL LOSS,206.774,0.25,0.138,1.067,0.998,,,,0.8900000000000148,224.0,-10.790097005079765,-10.41987555688496,Ext Metal Loss,metal loss / mill anomaly,13,1
291,,,,,,,,,,,,,,,,,20000200,METAL LOSS,207.311,0.25,0.163,0.665,0.543,,,,1.427000000000021,48.0,10.036959095382873,11.147172382160914,Ext Metal Loss,metal loss / mill anomaly,13,2
292,,,,,,,,,,,,,,,,,20000201,METAL LOSS,207.565,0.25,0.312,0.762,0.78,,,,1.6810000000000116,265.0,-1.3073361412148738,-14.942920471376183,Ext Metal Loss,metal loss / mill anomaly,13,3
293,,,,,,,,,,,,,,,,,20000202,METAL LOSS,207.657,0.25,0.117,0.814,0.948,,,,1.7730000000000246,353.0,14.888192274619831,-1.8280401510772086,Ext Metal Loss,metal loss / mill anomaly,13,4
294,,,,,,,,,,,,,,,,,20000203,METAL LOSS,207.703,0.25,0.182,0.752,0.361,,,,1.8190000000000168,37.0,11.979532650709393,9.027225347280725,Ext Metal Loss,metal loss / mill anomaly,13,5
295,,,,,,,,,,,,,,,,,20000204,METAL LOSS,207.959,0.25,0.136,0.585,0.493,,,,2.075000000000017,47.0,10.229975400937477,10.970305524287557,Ext Metal Loss,metal loss / mill anomaly,13,6
296,,,,,,,,,,,,,,,,,20000205,METAL LOSS,208.488,0.25,0.194,0.85,0.6,,,,2.6040000000000134,323.0,11.979532650709393,-9.027225347280725,Ext Metal Loss,metal loss / mill anomaly,13,7
297,,,,,,,,,,,,,,,,,20000206,METAL LOSS,209.049,0.25,0.143,0.768,1.216,,,,3.1650000000000205,314.0,10.419875556884959,-10.790097005079767,Ext Metal Loss,metal loss / mill anomaly,13,8
15,260,WELD,233.584,0.28,,,,10.866000000000014,35000.0,0.72,10.866000000000014,,,,ERW,erw,260,WELD,235.163,0.28,,,,10.927000000000021,35000.0,0.72,10.927000000000021,,,,ERW,erw,14,-1
